Sod,Date,Time_pt,moist_1,moist_2,moist_3
CAT_TT_09,6.9.18,11,45.1,40.3,46.1
CAT_TT_10,6.9.18,11,0,0,0
CAT_TT_11,6.9.18,11,49.4,46,46.6
CAT_TT_12,6.9.18,11,69,70.5,49.1
CAT_TT_13,6.9.18,11,13.5,4.7,11.1
CAT_TT_14,6.9.18,11,35.5,42.7,46
CAT_TT_15,6.9.18,11,6,5.2,9.9
CAT_TT_16,6.9.18,11,41,38,37
CAT_TT_17,6.9.18,11,28.5,39,35
CAT_TT_18,6.9.18,11,27.6,24.4,28.3
CAT_TT_19,6.9.18,11,7.2,11.2,14.9
CAT_TT_20,6.9.18,11,45.7,39,45.1
CAT_TT_21,6.9.18,11,6.9,0,4.8
CAT_TT_22,6.9.18,11,55.5,48.4,47.7
CAT_TT_23,6.9.18,11,34.2,35.5,38.6
CAT_TT_24,6.9.18,11,0,0.4,1.5
CAT_TT_25,6.9.18,11,33.2,27.8,28.3
CAT_TT_26,6.9.18,11,56.5,53.5,54
CAT_TT_27,6.9.18,11,37.6,43.8,43.8
CAT_TT_28,6.9.18,11,49.4,47.8,42.2
CAT_TT_29,6.9.18,11,3.7,1.6,0.8
CAT_TT_30,6.9.18,11,36,38.5,33.1
CAT_TT_31,6.9.18,11,57.5,45.8,59.5
CAT_CH_01,29.11.18,12,63,47.7,44.7
CAT_CH_02,29.11.18,12,40.7,33.8,44.1
CAT_CH_03,29.11.18,12,22.6,19.9,21.8
CAT_CH_04,29.11.18,12,37,33.1,38.9
CAT_CH_05,29.11.18,12,29.6,15.3,23.8
CAT_CH_06,29.11.18,12,24.9,32,26.1
CAT_CH_07,29.11.18,12,43.3,43.8,43.8
CAT_CH_08,29.11.18,12,30.1,44.8,45.2
CAT_CH_09,29.11.18,12,39.3,41.4,35.2
CAT_CH_10,29.11.18,12,34.6,32.6,34
CAT_CH_11,29.11.18,12,43,45.4,43.2
CAT_CH_12,29.11.18,12,44.1,43,44.1
CAT_CH_13,29.11.18,12,46,42.9,41.4
CAT_CH_14,29.11.18,12,39.6,43.2,43.8
CAT_CH_15,29.11.18,12,45.7,44.7,46.5
CAT_CH_16,29.11.18,12,49,45.7,47.7
CAT_CH_17,29.11.18,12,47.8,53,44.6
CAT_CH_18,29.11.18,12,40.7,42.5,39.8
CAT_CH_19,29.11.18,12,46.1,40.6,43.8
CAT_CH_20,29.11.18,12,45.8,46.2,46.5
CAT_CH_21,29.11.18,12,16,15.7,13.1
CAT_CH_22,29.11.18,12,43.2,39.3,43.2
CAT_CH_23,29.11.18,12,32.7,30.3,39.8
CAT_CH_24,29.11.18,12,0,0,0
CAT_CH_25,29.11.18,12,27.8,33.1,29.3
CAT_CH_26,29.11.18,12,15,11.5,12.7
CAT_CH_27,29.11.18,12,43.6,34.2,44.2
CAT_CH_28,29.11.18,12,34.9,32.4,31.3
CAT_CH_29,29.11.18,12,18.8,28.2,36.2
CAT_CH_30,29.11.18,12,18.2,23.3,17.4
CAT_CH_31,29.11.18,12,21.4,24.5,29.2
CAT_TT_01,29.11.18,12,8.7,7.8,8.2
CAT_TT_02,29.11.18,12,31.3,41.2,39.5
CAT_TT_03,29.11.18,12,43.2,46.6,40.6
CAT_TT_04,29.11.18,12,16.5,16.2,9.9
CAT_TT_05,29.11.18,12,62,67.5,62
CAT_TT_06,29.11.18,12,48.5,48.2,45.8
CAT_TT_07,29.11.18,12,1.9,4.9,1.8
CAT_TT_08,29.11.18,12,30.5,40,34.5
CAT_TT_09,29.11.18,12,47.7,45.5,45.8
CAT_TT_10,29.11.18,12,20.8,12.1,16
CAT_TT_11,29.11.18,12,40.7,42.8,43.2
CAT_TT_12,29.11.18,12,44.1,46.6,57
CAT_TT_13,29.11.18,12,10.3,15.3,17.7
CAT_TT_14,29.11.18,12,38.6,42.7,40.1
CAT_TT_15,29.11.18,12,19.6,22.2,21.5
CAT_TT_16,29.11.18,12,38.2,45.8,40.7
CAT_TT_17,29.11.18,12,38.9,41.4,38.4
CAT_TT_18,29.11.18,12,24,29.5,27.6
CAT_TT_19,29.11.18,12,24.6,22.8,13.2
CAT_TT_20,29.11.18,12,44.3,43.8,41.2
CAT_TT_21,29.11.18,12,2.4,5.7,6.5
CAT_TT_22,29.11.18,12,47,45.1,47.8
CAT_TT_23,29.11.18,12,36.9,38.6,38.4
CAT_TT_24,29.11.18,12,4.1,5.6,0
CAT_TT_25,29.11.18,12,33.2,24.7,24.6
CAT_TT_26,29.11.18,12,48.4,47.7,48.2
CAT_TT_27,29.11.18,12,37.5,40.8,41.5
CAT_TT_28,29.11.18,12,42.6,48.2,43.2
CAT_TT_29,29.11.18,12,11.7,12.3,3.3
CAT_TT_30,29.11.18,12,39,43,45.8
CAT_TT_31,29.11.18,12,44.4,51.5,46.1
CAT_CH_01,22.2.19,13,48.4,66.5,41.5
CAT_CH_02,22.2.19,13,20.8,16.3,18.2
CAT_CH_03,22.2.19,13,0,0,0
CAT_CH_04,22.2.19,13,33.9,32,28.4
CAT_CH_05,22.2.19,13,1.2,0,0
CAT_CH_06,22.2.19,13,13,16.6,18
CAT_CH_07,22.2.19,13,42.2,41.5,41.8
CAT_CH_08,22.2.19,13,46.5,38.8,42.2
CAT_CH_09,22.2.19,13,39.4,39,39.8
CAT_CH_10,22.2.19,13,11.2,15.4,11.3
CAT_CH_11,22.2.19,13,43.2,42.9,37
CAT_CH_12,22.2.19,13,41.2,40.3,42.2
CAT_CH_13,22.2.19,13,38.6,38.6,43
CAT_CH_14,22.2.19,13,3.7,4.3,6.6
CAT_CH_15,22.2.19,13,42.5,42.3,40.4
CAT_CH_16,22.2.19,13,44.7,44.7,44.8
CAT_CH_17,22.2.19,13,46.6,44.4,45.7
CAT_CH_18,22.2.19,13,34.5,35.8,30.5
CAT_CH_19,22.2.19,13,34.9,41.3,35.3
CAT_CH_20,22.2.19,13,42.2,43.9,42.9
CAT_CH_21,22.2.19,13,0,0,0
CAT_CH_22,22.2.19,13,36.7,37,37.2
CAT_CH_23,22.2.19,13,33.7,35.1,40
CAT_CH_24,22.2.19,13,0,0,0
CAT_CH_25,22.2.19,13,24.7,21.5,24.8
CAT_CH_26,22.2.19,13,0,0,0
CAT_CH_27,22.2.19,13,32.5,33.4,32.5
CAT_CH_28,22.2.19,13,32.8,32.8,31.6
CAT_CH_29,22.2.19,13,10.5,10.6,9.9
CAT_CH_30,22.2.19,13,0,0,0
CAT_CH_31,22.2.19,13,27,23.6,30.4
CAT_TT_01,22.2.19,13,0,0,0
CAT_TT_02,22.2.19,13,31.2,36.7,37.7
CAT_TT_03,22.2.19,13,42,41.7,40.6
CAT_TT_04,22.2.19,13,0,0,1.5
CAT_TT_05,22.2.19,13,46.6,46.7,47.3
CAT_TT_06,22.2.19,13,44.9,45.5,44.7
CAT_TT_07,22.2.19,13,0,0,0
CAT_TT_08,22.2.19,13,35.4,27.9,34.2
CAT_TT_09,22.2.19,13,42.5,41.2,37.6
CAT_TT_10,22.2.19,13,12.7,10.4,14.8
CAT_TT_11,22.2.19,13,41.7,37.6,40.6
CAT_TT_12,22.2.19,13,44.1,33.4,29.2
CAT_TT_13,22.2.19,13,10.3,10.3,13
CAT_TT_14,22.2.19,13,15.6,10.8,15.8
CAT_TT_15,22.2.19,13,0.6,2.7,3.1
CAT_TT_16,22.2.19,13,37.4,40.2,39
CAT_TT_17,22.2.19,13,41,37.6,37.4
CAT_TT_18,22.2.19,13,23.8,27.8,28.8
CAT_TT_19,22.2.19,13,19.3,23.4,17.8
CAT_TT_20,22.2.19,13,40.6,33.1,39.4
CAT_TT_21,22.2.19,13,0,0,0
CAT_TT_22,22.2.19,13,45.1,46.2,46.6
CAT_TT_23,22.2.19,13,33.4,30.1,34.4
CAT_TT_24,22.2.19,13,0,0,0
CAT_TT_25,22.2.19,13,20.6,12.4,12
CAT_TT_26,22.2.19,13,47.8,48.2,47.1
CAT_TT_27,22.2.19,13,0,2.4,0
CAT_TT_28,22.2.19,13,44.1,31.2,45.1
CAT_TT_29,22.2.19,13,12.1,3.4,10.8
CAT_TT_30,22.2.19,13,36.6,38.9,38.6
CAT_TT_31,22.2.19,13,42.3,44.6,34.2
CAT_CH_01,18.8.19,14,51.5,48.7,59
CAT_CH_02,18.8.19,14,25.9,27.9,29.3
CAT_CH_03,18.8.19,14,0,0,0
CAT_CH_04,18.8.19,14,43.4,36.1,38
CAT_CH_05,18.8.19,14,0,0,0
CAT_CH_06,18.8.19,14,22.6,25.3,19
CAT_CH_07,18.8.19,14,36.6,43.4,43.1
CAT_CH_08,18.8.19,14,44.3,43.6,43
CAT_CH_09,18.8.19,14,35,38,37.5
CAT_CH_10,18.8.19,14,22.8,27.7,23.1
CAT_CH_11,18.8.19,14,42.5,37.5,42.6
CAT_CH_12,18.8.19,14,39.4,44.3,41.8
CAT_CH_13,18.8.19,14,38.6,40.7,38.6
CAT_CH_14,18.8.19,14,28.6,28.6,25.3
CAT_CH_15,18.8.19,14,44.4,41.9,44.2
CAT_CH_16,18.8.19,14,44.8,44.9,49.1
CAT_CH_17,18.8.19,14,47,47,45.4
CAT_CH_18,18.8.19,14,35.5,33.6,38.6
CAT_CH_19,18.8.19,14,42,38.5,44.6
CAT_CH_20,18.8.19,14,44.3,42.2,44.4
CAT_CH_21,18.8.19,14,0,0.5,0
CAT_CH_22,18.8.19,14,35.1,34.8,31
CAT_CH_23,18.8.19,14,41.3,43,39.9
CAT_CH_24,18.8.19,14,0,0,0
CAT_CH_25,18.8.19,14,32.7,32.1,29.5
CAT_CH_26,18.8.19,14,1,14.4,6.3
CAT_CH_27,18.8.19,14,31.8,32.6,29.3
CAT_CH_28,18.8.19,14,32,34.2,33.9
CAT_CH_29,18.8.19,14,5.4,9.4,12.3
CAT_CH_30,18.8.19,14,0,0,0
CAT_CH_31,18.8.19,14,30,28,31.2
CAT_TT_01,18.8.19,14,0.9,9.4,10
CAT_TT_02,18.8.19,14,28.9,30,31.3
CAT_TT_03,18.8.19,14,44.6,41.2,37.6
CAT_TT_04,18.8.19,14,19.9,9,18
CAT_TT_05,18.8.19,14,47,47,46.1
CAT_TT_06,18.8.19,14,45.8,42.5,45.8
CAT_TT_07,18.8.19,14,0,0,0
CAT_TT_08,18.8.19,14,38.2,33.8,33.5
CAT_TT_09,18.8.19,14,42.9,41,39.6
CAT_TT_10,18.8.19,14,21.6,20.4,23.6
CAT_TT_11,18.8.19,14,42.2,41.2,37
CAT_TT_12,18.8.19,14,54.5,45,47.2
CAT_TT_13,18.8.19,14,9.4,9.2,10.5
CAT_TT_14,18.8.19,14,17.8,25.9,24.4
CAT_TT_15,18.8.19,14,15.5,13.2,19.9
CAT_TT_16,18.8.19,14,44.6,37,37.9
CAT_TT_17,18.8.19,14,31.6,39.6,29.2
CAT_TT_18,18.8.19,14,24.2,28.9,27
CAT_TT_19,18.8.19,14,31.6,20.8,22.8
CAT_TT_20,18.8.19,14,43.1,32.7,39.1
CAT_TT_21,18.8.19,14,5.4,6,8.1
CAT_TT_22,18.8.19,14,47.5,47,48.2
CAT_TT_23,18.8.19,14,27.9,34.8,33.5
CAT_TT_24,18.8.19,14,0.6,0,0
CAT_TT_25,18.8.19,14,28.6,21.9,23.9
CAT_TT_26,18.8.19,14,47.4,48.9,48.5
CAT_TT_27,18.8.19,14,0,6.5,0
CAT_TT_28,18.8.19,14,45.1,40,44.8
CAT_TT_29,18.8.19,14,14.7,10.1,5.8
CAT_TT_30,18.8.19,14,37.8,42,40.1
CAT_TT_31,18.8.19,14,41.2,47.8,44.3
CAT_CH_01,17.2.20,15,42,42.6,44.2
CAT_CH_02,17.2.20,15,0,0,0
CAT_CH_03,17.2.20,15,0,0,0
CAT_CH_04,17.2.20,15,33.4,34.3,37
CAT_CH_05,17.2.20,15,0.4,0,0
CAT_CH_06,17.2.20,15,0,7.6,0
CAT_CH_07,17.2.20,15,40.4,39.3,38.2
CAT_CH_08,17.2.20,15,42.9,37.7,41.9
CAT_CH_09,17.2.20,15,39,38.5,35.1
CAT_CH_10,17.2.20,15,31.3,27.4,31.7
CAT_CH_11,17.2.20,15,35.2,33.5,33
CAT_CH_12,17.2.20,15,36.5,36,33.4
CAT_CH_13,17.2.20,15,38,39.1,35.1
CAT_CH_14,17.2.20,15,29.4,29.6,31.6
CAT_CH_15,17.2.20,15,37.6,35.2,32.4
CAT_CH_16,17.2.20,15,39.1,41.2,37.5
CAT_CH_17,17.2.20,15,41,41.2,40.7
CAT_CH_18,17.2.20,15,37.2,33.4,35.4
CAT_CH_19,17.2.20,15,32.9,40.8,34.4
CAT_CH_20,17.2.20,15,40.8,40.7,41.4
CAT_CH_21,17.2.20,15,0,0,0
CAT_CH_22,17.2.20,15,27.4,29.1,29.3
CAT_CH_23,17.2.20,15,35.2,30.4,34.2
CAT_CH_24,17.2.20,15,0,0,0
CAT_CH_25,17.2.20,15,29.1,29.1,31.8
CAT_CH_26,17.2.20,15,8.7,4.9,1.3
CAT_CH_27,17.2.20,15,32.8,33.9,29.9
CAT_CH_28,17.2.20,15,27.4,26.8,25.6
CAT_CH_29,17.2.20,15,3.5,0,5.2
CAT_CH_30,17.2.20,15,0,0,0
CAT_CH_31,17.2.20,15,19.5,20.3,20.1
CAT_TT_01,17.2.20,15,0,0,0
CAT_TT_02,17.2.20,15,34,36.9,34.8
CAT_TT_03,17.2.20,15,38.5,37.4,37.7
CAT_TT_04,17.2.20,15,7.2,11.7,0
CAT_TT_05,17.2.20,15,42.6,42.9,40.1
CAT_TT_06,17.2.20,15,43.6,37,39.8
CAT_TT_07,17.2.20,15,0,0,0
CAT_TT_08,17.2.20,15,32.2,33.5,28
CAT_TT_09,17.2.20,15,38.3,41.3,38.6
CAT_TT_10,17.2.20,15,3.1,0,0
CAT_TT_11,17.2.20,15,39,41.4,37.1
CAT_TT_12,17.2.20,15,46.1,46,42.8
CAT_TT_13,17.2.20,15,11.7,11.7,6.8
CAT_TT_14,17.2.20,15,19.2,19,20.8
CAT_TT_15,17.2.20,15,0,0.6,4
CAT_TT_16,17.2.20,15,39,37.4,34.9
CAT_TT_17,17.2.20,15,35.8,33.5,32.5
CAT_TT_18,17.2.20,15,32.5,28.9,25.8
CAT_TT_19,17.2.20,15,1.3,0,0
CAT_TT_20,17.2.20,15,39.4,34.3,33.9
CAT_TT_21,17.2.20,15,0,0,0
CAT_TT_22,17.2.20,15,41.5,42.2,41.7
CAT_TT_23,17.2.20,15,32.7,33,36.9
CAT_TT_24,17.2.20,15,0,0,0
CAT_TT_25,17.2.20,15,24.3,29.4,22.9
CAT_TT_26,17.2.20,15,45.7,44.3,45.6
CAT_TT_27,17.2.20,15,13.9,14.9,15.9
CAT_TT_28,17.2.20,15,42.4,33.4,40.7
CAT_TT_29,17.2.20,15,0,0,0
CAT_TT_30,17.2.20,15,32.7,33.6,38.6
CAT_TT_31,17.2.20,15,47.4,47,43.7
CAT_CH_01,27.10.20,16,44.7,47.1,45.1
CAT_CH_02,19.10.20,16,0,0,0
CAT_CH_03,19.10.20,16,0,0,0
CAT_CH_04,27.10.20,16,38.2,36.5,35.3
CAT_CH_05,20.10.20,16,0,0,0
CAT_CH_06,21.10.20,16,5.4,13.9,5.2
CAT_CH_07,26.10.20,16,39.3,45.1,42.3
CAT_CH_08,19.10.20,16,31.3,36,41.5
CAT_CH_09,28.10.20,16,36.2,38,40.6
CAT_CH_10,19.10.20,16,32.5,32.2,25.3
CAT_CH_11,27.10.20,16,40.7,38.4,38.3
CAT_CH_12,21.10.20,16,24.3,24.2,22.9
CAT_CH_13,27.10.20,16,40,39,36.2
CAT_CH_14,26.10.20,16,28.6,31.5,34.1
CAT_CH_15,28.10.20,16,38.1,36.5,34.3
CAT_CH_16,21.10.20,16,38.3,41.8,44.6
CAT_CH_17,28.10.20,16,41,44.8,41.8
CAT_CH_18,19.10.20,16,32.3,34.5,31.9
CAT_CH_19,27.10.20,16,37.8,35.8,37.6
CAT_CH_20,26.10.20,16,44.8,42.4,43.9
CAT_CH_21,28.10.20,16,0,0,0
CAT_CH_22,19.10.20,16,28.3,30.5,30.7
CAT_CH_23,28.10.20,16,32.3,39.5,35
CAT_CH_24,21.10.20,16,0,0,0
CAT_CH_25,20.10.20,16,32.2,31.9,31.2
CAT_CH_26,21.10.20,16,6.3,0,12
CAT_CH_27,26.10.20,16,33.7,32.2,34.8
CAT_CH_28,26.10.20,16,34.8,31.3,34.8
CAT_CH_29,26.10.20,16,8.2,8,12.6
CAT_CH_30,27.10.20,16,10.6,1.3,3.2
CAT_CH_31,20.10.20,16,0,3.4,4.8
CAT_TT_01,28.10.20,16,0,0,1
CAT_TT_02,27.10.20,16,38.6,26,32.8
CAT_TT_03,27.10.20,16,37.5,42.9,41.4
CAT_TT_04,26.10.20,16,21.4,23.4,13
CAT_TT_05,26.10.20,16,43,46,39
CAT_TT_06,19.10.20,16,39.9,40.1,41.9
CAT_TT_07,20.10.20,16,0,0,0
CAT_TT_08,27.10.20,16,31.2,36.7,35.5
CAT_TT_09,21.10.20,16,38.9,42.2,40.6
CAT_TT_10,26.10.20,16,11.8,9.6,9.3
CAT_TT_11,20.10.20,16,43.1,38.9,40.9
CAT_TT_12,28.10.20,16,60.5,49,45.3
CAT_TT_13,26.10.20,16,17.8,14,14.4
CAT_TT_14,19.10.20,16,22.6,22.7,26.7
CAT_TT_15,21.10.20,16,4.6,7.2,9.6
CAT_TT_16,27.10.20,16,39.3,37.7,40.6
CAT_TT_17,20.10.20,16,29.1,37.5,34.6
CAT_TT_18,20.10.20,16,29.5,24.4,30.1
CAT_TT_19,21.10.20,16,0,0,0
CAT_TT_20,20.10.20,16,34.2,37.1,41.1
CAT_TT_21,21.10.20,16,0.9,0,2.8
CAT_TT_22,19.10.20,16,43,44.1,44.2
CAT_TT_23,26.10.20,16,32.2,34.7,38
CAT_TT_24,28.10.20,16,0,0,0
CAT_TT_25,20.10.20,16,35.5,29.1,22
CAT_TT_26,27.10.20,16,45.8,47.3,47.6
CAT_TT_27,19.10.20,16,12,16.9,4.7
CAT_TT_28,26.10.20,16,40.9,40.4,36.6
CAT_TT_29,19.10.20,16,0,0,0
CAT_TT_30,27.10.20,16,36,37.6,36.1
CAT_TT_31,27.10.20,16,54.5,56,48.7
